timestamp,asset_id,motor_current_a,vibration_rms,bearing_temp_c,inlet_pressure_bar,flow_rate_l_min,valve_position_pct,sim_anomaly_flag
2024-01-01 00:00:00+00:00,pump-01,22.08862826331727,3.1270614170568294,50.55984818300827,4.972181361460599,98.48941705179531,57.17281934940838,0
2024-01-01 00:01:00+00:00,pump-01,22.494181765461576,2.9234978994509766,50.16899232640369,5.016349691476062,104.43824095383195,63.63200322411884,0
2024-01-01 00:02:00+00:00,pump-01,22.063839828391615,2.8278020126640904,49.85275991726451,4.946399337309351,90.5845102666261,63.510346987698824,0
2024-01-01 00:03:00+00:00,pump-01,21.156663542027623,3.195324491392897,49.54249649414837,4.922661588616204,102.53155069421128,59.154957555262015,0
2024-01-01 00:04:00+00:00,pump-01,21.751961186113398,1.9281514666608206,50.22792769643075,4.558280674252558,61.91656522158575,56.91598769106112,1
2024-01-01 00:05:00+00:00,pump-01,22.268355666530848,2.906117722717301,50.530582644598134,4.93289331021826,102.44541934120014,55.01291876805378,0
2024-01-01 00:06:00+00:00,pump-01,28.31689122890823,2.9352027391324804,50.8717692162766,4.954278465365813,98.52214342991955,62.61843107339147,1
2024-01-01 00:07:00+00:00,pump-01,21.745653030660197,2.473532814003838,50.51612820504443,4.9029218178944065,100.6658126302028,58.642903555956096,0
2024-01-01 00:08:00+00:00,pump-01,21.17483235457204,2.5287057605846663,49.83980723921136,4.890449239274076,96.96286250795116,59.36121513551048,0
2024-01-01 00:09:00+00:00,pump-01,22.359285202619912,2.662918786171701,50.30429651850378,4.936623308468554,105.43393111956391,61.09369159928556,0
2024-01-01 00:10:00+00:00,pump-01,21.99778941948417,2.7446788266838738,50.61848000176728,5.048007026108375,108.62849676315766,61.2048684001326,0
2024-01-01 00:11:00+00:00,pump-01,22.493357830096738,2.698806377766071,51.078378160219884,4.88888341716655,109.7439265962173,61.42705624599595,0
2024-01-01 00:12:00+00:00,pump-01,21.77689237676109,2.0019120859338564,49.29133183819912,4.899285951328569,106.47174856532459,62.50268196135246,0
2024-01-01 00:13:00+00:00,pump-01,22.14817817511384,2.796265982982247,50.75850510512825,4.931470074040662,100.5049134213493,60.73290101950462,0
2024-01-01 00:14:00+00:00,pump-01,22.12304196451297,2.031953014212881,50.520782088459015,4.885220839514868,94.86224675705009,59.873267833938,0
2024-01-01 00:15:00+00:00,pump-01,21.835786899123907,26.542703202291236,69.14990809250341,4.932028958607164,100.76884028360115,57.48992705904962,1
